Year,Emirate_Ar,Emirate_En,Category_Type_Ar,Category_Type_En,Measurement_unit_Ar,Measurement_unit_En,??? ??????,Station Name,??? ???? ?????? ,Type of Location ,Value
2014,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  , ???? ?????,Al Ain Street,???? ??????,Traffic,0.91703125
2014,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Al Ain Islamic Institute,?????/ ?????,Urban/Residential,-
2014,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Al Tawia,?????/ ?????,Urban/Residential,-
2014,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????,Zakher , ?????/ ?????,Urban/Residential,-
2014,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Sweihan,?????/ ?????,Urban/Residential,0.472319218
2014,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Al Qua'a,?????/ ?????,Residential,0.339711765
2014,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ?????? - ???? ??????,Abu Dhabi- Tarif Road,???? ??????,Traffic,0.347861702
2014,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  , ??? ????,Bida Zayed ,?????/ ?????,Urban/Residential,-
2014,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Habshan South ,?????/ ?????,Residential,-
2014,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Ruwais ,??????  ,Industrial,0.302438931
2014,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Gayathi School,??? ???????,Down Town,-
2014,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ????,Liwa Oasis,?????,Remote Area,-
2014,????? ,Ajman,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????????,Al hamediah ,????? ,Residential,-
2014,????? ,Ajman,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Musharif,????? ,Residential,1.152549516
2014,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ,Deira,?????-??????,Residential-Commercial,0.3663
2014,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???????,Karama,?????-??????,Residential-Commercial,0.5495
2014,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Zabeel Park,?????,Park,0.5266
2014,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ??? ??? ,Jebel Ali Village,?????,Residential,0.4351
2014,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ????????,Emirates Hills,?????,Residential,0.4456
2014,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ???,Dubai Airport,?????,Airport,0.4694
2014,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Mushrif,?????,Park,-
2014,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???,Hatta,?????,Remote Area,-
2014,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ??? ???,Jebel Ali Port,??????  ,Industrial,0.4694
2014,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ,Warsan,??????  ,Industrial,-
2014,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ????? ????,Shk. Zayed Road,???? ??????,Traffic,0.8816
2014,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ????? ???? ?? ????,Sheikh Mohd. Bin Zayed Rd.,???? ??????,Traffic,0.4923
2014,??? ?????? ,Ras Al-Khaimah ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Al Jeer,????? ,Residential,0.770213864
2014,??? ?????? ,Ras Al-Khaimah ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????????,Al Burairat,????? ,Residential,0.815224493
2014,??? ?????? ,Ras Al-Khaimah ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????????,AL Qasmiah,????? ,Residential,1.083200634
2014,??? ?????? ,Ras Al-Khaimah ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Ghalilah,????? ,Residential,1.054800627
2014,???????,Sharjah,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???????,Al hummariah,?????? ,Industrial ,0.739379538
2014,???????,Sharjah,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Kalba,????? ,Residential,0.788698101
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ?????,Hamdan Street,???? ??????,Traffic,1.763887
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Khadejah School,??? ??????? ,Down Town,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Khalifa School,?????/ ?????,Urban/Residential,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Al Maqta,?????/ ?????,Urban/Residential,0.831336
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ????? ?,Khalifa City A, ?????/ ?????,Urban/Residential,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ??? ???,Baniyas School,?????/ ?????,Urban/Residential,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????,Mussafah ,??????  ,Industrial,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Al Mafraq,??????,Industrial,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  , ???? ?????,Al Ain Street,???? ??????,Traffic,0.971206
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Al Ain Islamic Institute,?????/ ?????,Urban/Residential,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Al Tawia,?????/ ?????,Urban/Residential,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????,Zakher , ?????/ ?????,Urban/Residential,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Sweihan,?????/ ?????,Urban/Residential,0.658402
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Al Qua'a,?????/ ?????,Residential,0.571986
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ?????? - ???? ??????,Abu Dhabi- Tarif Road,???? ??????,Traffic,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  , ??? ????,Bida Zayed ,?????/ ?????,Urban/Residential,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Habshan South ,?????/ ?????,Residential,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Ruwais ,??????  ,Industrial,1.111991
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Gayathi School,??? ???????,Down Town,-
2015,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ????,Liwa Oasis,?????,Remote Area,-
2015,????? ,Ajman,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????????,Al hamediah ,????? ,Residential,1.440965
2015,????? ,Ajman,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Musharif,????? ,Residential,1.713191
2015,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ,Deira,?????-??????,Residential-Commercial,0.41508
2015,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???????,Karama,?????-??????,Residential-Commercial,0.436442
2015,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Zabeel Park,?????,Park,0.468814
2015,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ??? ??? ,Jebel Ali Village,?????,Residential,0.325044
2015,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ????????,Emirates Hills,?????,Residential,0.377188
2015,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ???,Dubai Airport,?????,Airport,0.452023
2015,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Mushrif,?????,Park,-
2015,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???,Hatta,?????,Remote Area,-
2015,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ??? ???,Jebel Ali Port,??????  ,Industrial,0.41793
2015,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ,Warsan,??????  ,Industrial,-
2015,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ????? ????,Shk. Zayed Road,???? ??????,Traffic,0.920715
2015,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ????? ???? ?? ????,Sheikh Mohd. Bin Zayed Rd.,???? ??????,Traffic,0.456705
2015,??? ?????? ,Ras Al-Khaimah ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Al Jeer,????? ,Residential,0.848131
2015,??? ?????? ,Ras Al-Khaimah ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????????,Al Burairat,????? ,Residential,1.022465
2015,??? ?????? ,Ras Al-Khaimah ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????????,AL Qasmiah,????? ,Residential,1.788584
2015,??? ?????? ,Ras Al-Khaimah ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Ghalilah,????? ,Residential,1.38284
2015,???????,Sharjah,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???????,Al hummariah,?????? ,Industrial ,0.800153
2015,???????,Sharjah,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Kalba,????? ,Residential,1.058263
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ?????,Hamdan Street,???? ??????,Traffic,1.36059293
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Khadejah School,??? ??????? ,Down Town,-
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Khalifa School,?????/ ?????,Urban/Residential,-
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Al Maqta,?????/ ?????,Urban/Residential,0.635076069
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ????? ?,Khalifa City A, ?????/ ?????,Urban/Residential,-
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ??? ???,Baniyas School,?????/ ?????,Urban/Residential,-
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????,Mussafah ,??????  ,Industrial,-
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Al Mafraq,??????,Industrial,
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  , ???? ?????,Al Ain Street,???? ??????,Traffic,0.637461477
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Al Ain Islamic Institute,?????/ ?????,Urban/Residential,-
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Al Tawia,?????/ ?????,Urban/Residential,-
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????,Zakher , ?????/ ?????,Urban/Residential,-
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Sweihan,?????/ ?????,Urban/Residential,0.458614403
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Al Qua'a,?????/ ?????,Residential,0.268188719
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ?????? - ???? ??????,Abu Dhabi- Tarif Road,???? ??????,Traffic,-
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  , ??? ????,Bida Zayed ,?????/ ?????,Urban/Residential,-
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Habshan South ,?????/ ?????,Residential,-
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Ruwais ,??????  ,Industrial,0.847105083
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Gayathi School,??? ???????,Down Town,-
2016,??????,Abu Dhabi  ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ????,Liwa Oasis,?????,Remote Area,-
2016,????? ,Ajman,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????????,Al hamediah ,????? ,Residential,1.686666667
2016,????? ,Ajman,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Musharif,????? ,Residential,0.926666667
2016,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ,Deira,?????-??????,Residential-Commercial,0.687259375
2016,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???????,Karama,?????-??????,Residential-Commercial,0.698029647
2016,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ?????,Zabeel Park,?????,Park,0.78986637
2016,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ??? ??? ,Jebel Ali Village,?????,Residential,0.449141472
2016,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ????????,Emirates Hills,?????,Residential,0.543957663
2016,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ???,Dubai Airport,?????,Airport,0.71866365
2016,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,??????,Mushrif,?????,Park,0.580423304
2016,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???,Hatta,?????,Remote Area,0.404528459
2016,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ??? ???,Jebel Ali Port,??????  ,Industrial,-
2016,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????? ,Warsan,??????  ,Industrial,0.566454236
2016,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ????? ????,Shk. Zayed Road,???? ??????,Traffic,0.795045159
2016,???,Dubai,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???? ????? ???? ?? ????,Sheikh Mohd. Bin Zayed Rd.,???? ??????,Traffic,0.776833951
2016,??? ?????? ,Ras Al-Khaimah ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Al Jeer,????? ,Residential,0.780833333
2016,??? ?????? ,Ras Al-Khaimah ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????????,Al Burairat,????? ,Residential,1.190833333
2016,??? ?????? ,Ras Al-Khaimah ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,????????,AL Qasmiah,????? ,Residential,1.671666667
2016,??? ?????? ,Ras Al-Khaimah ,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Ghalilah,????? ,Residential,1.0875
2016,???????,Sharjah,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,???????,Al hummariah,?????? ,Industrial ,0.998333333
2016,???????,Sharjah,????? ??? ????? ??????? (CO),Carbon Monoxide (CO) Concentration,???????/??? ????,mg/m3  ,?????,Kalba,????? ,Residential,0.986666667
